data,produto,categoria,regiao,vendedor,vendas,quantidade,custo,lucro
2023-03-10,monitor,periféricos,oeste,carlos,7408,9,434.43135669580613,6973.568643304194
2024-06-29,notebook,periféricos,sul,David,10530,27,2427.810540252826,8102.189459747175
2023-02-22,teclado,eletrônicos,oeste,paulo,8930,23,2298.6622207010078,6631.337779298992
2023-07-24,teclado,periféricos,leste,paulo,6704,3,1236.4538922894972,5467.546107710503
2023-05-06,mouse,periféricos,leste,carlos,9749,20,2370.2917705430295,7378.70822945697
2023-02-12,headset,periféricos,oeste,Alice,8152,13,2533.3412880117953,5618.658711988204
2023-04-21,headset,eletrônicos,leste,Alice,4996,22,4213.324938465628,782.6750615343717
2025-01-30,monitor,periféricos,sul,carlos,11732,3,5336.539473095948,6395.460526904052
2025-04-27,monitor,periféricos,leste,carlos,11782,28,3098.3160678055674,8683.683932194432
2023-04-05,monitor,periféricos,sul,David,9971,7,5778.204232001979,4192.795767998021
2025-06-18,headset,eletrônicos,oeste,carlos,9336,29,2742.4294815502735,6593.5705184497265
2023-12-26,teclado,periféricos,oeste,elena,4948,6,2379.046724332902,2568.953275667098
2025-06-18,headset,periféricos,leste,Bob,6755,9,4366.2094023876325,2388.7905976123675
2023-10-08,ssd,periféricos,sul,Alice,10401,12,267.8335736218616,10133.166426378139
2024-10-28,notebook,eletrônicos,leste,Alice,3136,15,711.929859181283,2424.070140818717
2023-04-03,monitor,periféricos,norte,elena,550,21,3390.3187852052943,-2840.3187852052943
2024-11-02,teclado,periféricos,norte,diana,3005,20,7547.868674222711,-4542.868674222711
2023-03-02,mouse,periféricos,norte,elena,10566,3,5794.373296359915,4771.626703640085
2024-09-25,mouse,eletrônicos,norte,elena,3562,10,777.9624304444174,2784.0375695555826
2025-12-10,notebook,periféricos,leste,carlos,206,1,6782.8386612245195,-6576.8386612245195
2025-10-25,teclado,periféricos,norte,Charlie,8172,19,5879.822103216793,2292.177896783207
2024-08-26,headset,periféricos,sul,Charlie,2025,19,4918.696483565013,-2893.6964835650133
2024-11-12,headset,eletrônicos,oeste,elena,4693,23,6576.720248024684,-1883.7202480246842
2024-06-17,ssd,eletrônicos,oeste,carlos,4448,23,3280.54999412422,1167.4500058757799
2025-04-17,ssd,periféricos,norte,Bob,3918,13,1834.2883227625136,2083.7116772374866
2024-10-06,headset,eletrônicos,norte,Charlie,5902,12,4135.225241741374,1766.7747582586262
2023-08-21,mouse,eletrônicos,norte,diana,4983,1,4426.8267043003125,556.1732956996875
2024-06-07,monitor,eletrônicos,leste,paulo,1503,19,4343.544866318503,-2840.5448663185034
2023-12-12,mouse,periféricos,oeste,carlos,10752,29,4555.384428522434,6196.615571477566
2025-12-05,ssd,periféricos,norte,elena,5137,24,7593.742952454312,-2456.742952454312
2024-06-29,notebook,eletrônicos,sul,Bob,6747,16,7225.785334922152,-478.7853349221523
2025-03-04,headset,eletrônicos,norte,Bob,4461,25,7015.6789295468,-2554.6789295467997
2023-09-06,ssd,eletrônicos,oeste,David,10944,23,6427.221142396327,4516.778857603673
2023-02-16,ssd,periféricos,norte,Bob,3084,23,7551.95060954106,-4467.95060954106
2023-08-02,monitor,periféricos,oeste,Charlie,172,28,860.0775621008737,-688.0775621008737
2023-08-27,headset,eletrônicos,norte,elena,10544,15,2179.776230650257,8364.223769349743
2025-12-15,monitor,eletrônicos,sul,paulo,1359,16,4000.843089584312,-2641.843089584312
2023-12-16,headset,eletrônicos,norte,Charlie,10638,11,6784.553185537369,3853.4468144626308
2023-04-17,monitor,eletrônicos,sul,carlos,9090,24,4080.912435260041,5009.087564739959
2025-04-10,mouse,periféricos,sul,paulo,954,6,6004.435135585382,-5050.435135585382
2023-02-17,notebook,eletrônicos,norte,carlos,8475,11,1180.5624495714164,7294.437550428584
2023-12-03,notebook,periféricos,sul,Bob,4566,3,2079.117398774357,2486.882601225643
2025-11-15,headset,eletrônicos,leste,diana,10779,15,5875.666672698365,4903.333327301635
2025-03-14,teclado,eletrônicos,norte,Alice,8775,1,1384.6933503907744,7390.306649609225
2023-01-08,ssd,eletrônicos,norte,paulo,5291,7,2862.73900246702,2428.26099753298
2024-09-16,ssd,eletrônicos,sul,elena,5118,1,2177.740761883486,2940.259238116514
2024-12-19,headset,eletrônicos,sul,David,3821,17,2850.9046182420298,970.0953817579702
2023-10-30,monitor,periféricos,norte,Alice,7442,9,5689.926468697525,1752.0735313024752
2024-09-30,teclado,eletrônicos,leste,Bob,7151,29,2993.349674650984,4157.6503253490155
2023-02-25,mouse,eletrônicos,sul,Bob,2248,26,4477.685515054886,-2229.6855150548863
2024-12-26,monitor,eletrônicos,sul,elena,11259,23,871.4604662709244,10387.539533729076
2024-06-09,monitor,periféricos,oeste,Alice,8594,13,6455.740130418252,2138.259869581748
2024-04-18,headset,periféricos,leste,David,5211,11,3009.517915133149,2201.482084866851
2023-01-28,headset,periféricos,leste,paulo,9471,29,5216.390539544072,4254.609460455928
2023-03-19,ssd,periféricos,norte,paulo,3414,20,5825.085645161715,-2411.0856451617146
2023-12-31,headset,eletrônicos,leste,Alice,5585,6,1740.514503124667,3844.485496875333
2024-10-27,headset,eletrônicos,norte,carlos,8643,1,7086.625880830532,1556.374119169468
2024-06-09,headset,eletrônicos,oeste,Charlie,6841,7,4960.496072727067,1880.5039272729327
2024-11-29,ssd,periféricos,leste,diana,10319,12,3475.5031226717333,6843.496877328267
2025-06-01,mouse,eletrônicos,sul,carlos,2913,22,1524.0946539394988,1388.9053460605012
2025-10-27,mouse,eletrônicos,oeste,paulo,4155,20,7543.023428177557,-3388.0234281775574
2025-10-23,headset,periféricos,norte,Charlie,3391,23,6060.140176722471,-2669.1401767224706
2025-07-07,ssd,periféricos,oeste,diana,3207,19,1727.554536847331,1479.445463152669
2025-01-19,mouse,periféricos,norte,diana,700,17,2754.669335815858,-2054.669335815858
2023-12-29,monitor,eletrônicos,oeste,diana,5724,4,6492.62012405754,-768.6201240575401
2025-03-16,mouse,eletrônicos,norte,Bob,5561,3,5589.767092665485,-28.767092665484597
2025-01-08,mouse,periféricos,leste,elena,1737,1,6145.011598308537,-4408.011598308537
2025-11-04,ssd,eletrônicos,sul,diana,10164,18,3574.312729526425,6589.687270473575
2024-04-29,monitor,periféricos,norte,David,6070,27,5754.492000125962,315.50799987403843
2023-01-28,ssd,periféricos,oeste,Alice,5410,21,3141.0302850821963,2268.9697149178037
2024-12-14,headset,eletrônicos,norte,paulo,11559,15,1753.2023021505158,9805.797697849484
2025-11-28,notebook,periféricos,norte,David,11838,8,5090.802115943571,6747.197884056429
2023-03-27,mouse,periféricos,norte,Alice,4559,1,7810.03029074245,-3251.0302907424502
2023-05-06,notebook,periféricos,oeste,carlos,5933,20,2539.9596934510105,3393.0403065489895
2025-03-22,ssd,eletrônicos,sul,elena,862,14,3730.8791703233137,-2868.8791703233137
2024-06-20,ssd,periféricos,leste,carlos,10517,4,5418.09085887324,5098.90914112676
2023-05-25,ssd,periféricos,sul,Alice,5556,5,4368.729754410104,1187.2702455898961
2023-01-25,notebook,periféricos,norte,David,8140,23,6759.94814201567,1380.0518579843301
2023-03-08,ssd,periféricos,oeste,Alice,7570,13,6113.002235238566,1456.9977647614342
2023-08-21,headset,periféricos,sul,diana,6993,28,541.7138545898678,6451.286145410132
2023-04-19,ssd,periféricos,norte,Bob,2583,24,7987.49617267629,-5404.49617267629
2023-04-21,teclado,periféricos,leste,paulo,3451,15,6039.027433458181,-2588.027433458181
2023-08-16,notebook,eletrônicos,leste,carlos,420,6,6922.114265049377,-6502.114265049377
2023-04-21,teclado,eletrônicos,leste,paulo,10136,1,5237.485879795144,4898.514120204856
2023-02-03,ssd,periféricos,norte,Bob,10804,23,6861.778214130357,3942.221785869643
2024-09-14,headset,eletrônicos,oeste,diana,11736,19,970.0731614353786,10765.926838564621
2025-01-17,mouse,eletrônicos,sul,diana,1229,13,2834.0836576297793,-1605.0836576297793
2024-08-17,monitor,periféricos,leste,carlos,11220,29,7021.253873347582,4198.746126652418
2024-02-29,monitor,eletrônicos,norte,carlos,5472,29,1677.1092732337866,3794.8907267662134
2024-09-04,ssd,periféricos,norte,diana,8945,6,699.6774207537801,8245.32257924622
2024-11-22,headset,periféricos,sul,Charlie,5407,15,6321.902004366134,-914.902004366134
2023-11-11,notebook,periféricos,leste,paulo,8132,16,6697.050352694906,1434.949647305094
2025-05-26,teclado,periféricos,norte,elena,9927,24,1368.2055680640128,8558.794431935987
2024-10-23,teclado,periféricos,sul,Bob,11399,23,6846.420183639107,4552.579816360893
2023-10-04,teclado,eletrônicos,oeste,paulo,6364,16,5519.200941129583,844.799058870417
2024-09-15,notebook,periféricos,oeste,Bob,5156,10,4199.054851075344,956.9451489246558
2024-05-30,monitor,eletrônicos,oeste,Charlie,4135,22,6655.58152682857,-2520.5815268285696
2025-04-22,headset,periféricos,leste,elena,9737,9,3400.454054606209,6336.545945393791
2023-12-16,notebook,periféricos,sul,David,8941,9,1616.432133289306,7324.567866710694
2025-04-02,teclado,periféricos,sul,Bob,8855,17,2336.03319875606,6518.96680124394
2025-01-28,ssd,eletrônicos,norte,paulo,6141,17,4080.8990248830532,2060.1009751169468
2025-06-17,mouse,periféricos,norte,Alice,6377,17,4288.139877971552,2088.860122028448
2023-08-31,notebook,periféricos,norte,elena,9408,24,6460.20014541457,2947.79985458543
2024-06-26,notebook,periféricos,sul,diana,7983,12,6347.513571326489,1635.486428673511
2025-11-29,headset,periféricos,norte,diana,3036,13,4684.423133060233,-1648.4231330602333
2023-08-17,headset,eletrônicos,sul,Charlie,2803,12,6263.821028254573,-3460.8210282545733
2024-07-01,notebook,periféricos,sul,Bob,9430,14,1598.8457896858743,7831.1542103141255
2025-07-08,teclado,eletrônicos,oeste,David,5014,10,476.51105457889116,4537.488945421109
2023-01-06,mouse,periféricos,norte,Bob,2664,23,6999.179875266825,-4335.179875266825
2024-04-12,headset,eletrônicos,oeste,diana,4119,19,678.391590601135,3440.6084093988648
2023-03-16,teclado,eletrônicos,leste,carlos,3434,29,2033.7723635724585,1400.2276364275415
2023-01-04,ssd,periféricos,leste,Alice,7890,2,5586.926081025125,2303.0739189748747
2024-10-07,headset,periféricos,leste,elena,4716,4,3322.8276660082884,1393.1723339917116
2023-04-28,teclado,eletrônicos,sul,Charlie,2346,19,7020.4066417308295,-4674.4066417308295
2025-05-30,teclado,periféricos,sul,carlos,939,7,2439.9999737251746,-1500.9999737251746
2024-05-18,mouse,periféricos,sul,paulo,3625,26,174.02106562132562,3450.9789343786742
2025-08-04,mouse,periféricos,norte,David,11495,15,2461.1926732410934,9033.807326758906
2024-07-27,ssd,eletrônicos,oeste,carlos,10006,15,4658.354389543867,5347.645610456133
2023-07-13,teclado,periféricos,sul,paulo,1459,24,3057.4319331940833,-1598.4319331940833
2025-04-26,monitor,periféricos,oeste,carlos,1014,6,4316.192225609341,-3302.192225609341
2024-12-15,teclado,periféricos,oeste,David,5539,3,7022.657101173349,-1483.6571011733486
2025-11-15,mouse,eletrônicos,oeste,elena,3513,6,7306.881629504519,-3793.881629504519
2023-06-22,monitor,periféricos,norte,carlos,11866,16,2186.514592060568,9679.485407939432
2023-11-22,headset,eletrônicos,norte,Charlie,8365,2,3740.1525482976135,4624.847451702386
2025-04-15,headset,periféricos,leste,diana,3153,28,4429.220600712293,-1276.2206007122932
2024-12-24,notebook,eletrônicos,leste,Bob,8652,7,7596.970658554917,1055.0293414450834
2023-08-13,mouse,periféricos,oeste,carlos,1381,11,7989.049167781926,-6608.049167781926
2024-06-15,notebook,periféricos,leste,Charlie,8109,26,1944.425410824891,6164.5745891751085
2023-04-23,monitor,eletrônicos,oeste,Bob,2861,7,5837.6805810588585,-2976.6805810588585
2023-05-20,mouse,eletrônicos,norte,elena,6731,4,3074.006012886906,3656.993987113094
2024-07-12,ssd,eletrônicos,norte,paulo,7855,29,144.21691933880874,7710.783080661191
2023-01-01,teclado,periféricos,norte,Bob,571,24,153.27997769234665,417.7200223076534
2023-03-31,ssd,periféricos,sul,paulo,10115,20,3727.6827798930653,6387.317220106935
2024-10-15,monitor,periféricos,oeste,carlos,11910,7,3947.61251099433,7962.38748900567
2023-11-16,mouse,periféricos,norte,Charlie,1096,4,258.7519968616658,837.2480031383342
2023-05-19,monitor,eletrônicos,oeste,diana,9528,29,5520.465140852476,4007.534859147524
2025-04-24,teclado,periféricos,leste,carlos,1984,12,2408.5068376720287,-424.5068376720287
2023-09-16,headset,periféricos,leste,paulo,1714,5,4514.353364164719,-2800.353364164719
2025-06-20,headset,periféricos,norte,David,7482,23,2463.279059470117,5018.720940529884
2024-11-20,monitor,periféricos,oeste,Bob,5094,29,1403.703773764913,3690.296226235087
2023-01-10,notebook,periféricos,norte,carlos,10289,29,3304.8160097030923,6984.183990296908
2023-09-18,mouse,periféricos,leste,paulo,1458,26,1919.605049140766,-461.6050491407659
2023-06-21,mouse,periféricos,norte,elena,3136,19,4315.623737199811,-1179.6237371998113
2025-06-16,headset,eletrônicos,oeste,Bob,536,26,1654.7219598689212,-1118.7219598689212
2023-01-13,ssd,periféricos,leste,elena,6281,5,4106.575335025446,2174.4246649745537
2023-11-17,teclado,periféricos,sul,paulo,9503,27,1326.437837761431,8176.562162238569
2023-11-25,ssd,periféricos,leste,Charlie,3408,19,5394.119699127417,-1986.1196991274173
2025-02-23,ssd,periféricos,sul,Alice,6271,21,6051.186460776079,219.813539223921
2025-02-15,monitor,eletrônicos,norte,elena,4961,3,954.3223352594755,4006.6776647405245
2025-06-29,headset,eletrônicos,norte,carlos,6724,27,3784.9951033357265,2939.0048966642735
2023-11-14,headset,eletrônicos,oeste,diana,6847,26,641.3038691865987,6205.696130813401
2023-08-24,headset,eletrônicos,sul,carlos,4083,11,4817.604968692659,-734.604968692659
2023-11-30,monitor,eletrônicos,norte,Bob,11189,7,2174.082039602791,9014.917960397208
2024-01-11,notebook,eletrônicos,sul,Charlie,1589,29,4258.785698162566,-2669.7856981625664
2024-08-10,ssd,periféricos,norte,paulo,6319,17,4178.291194323586,2140.708805676414
2024-05-27,monitor,eletrônicos,leste,David,11784,25,7400.8864218549,4383.1135781451
2025-07-06,mouse,eletrônicos,norte,diana,4630,9,4428.739122744285,201.26087725571506
2025-05-22,teclado,periféricos,oeste,Charlie,205,21,4697.34795936906,-4492.34795936906
2023-09-27,notebook,eletrônicos,leste,elena,3474,9,3261.0927560538917,212.90724394610834
2025-03-08,mouse,periféricos,oeste,elena,6927,10,7596.710457207909,-669.7104572079088
2024-12-25,ssd,periféricos,leste,carlos,255,13,6235.312402761709,-5980.312402761709
2023-01-05,headset,eletrônicos,sul,David,3351,15,2340.409899198505,1010.5901008014948
2025-04-30,ssd,periféricos,oeste,Charlie,819,22,6766.139919347758,-5947.139919347758
2023-03-19,monitor,eletrônicos,norte,Alice,9084,5,3504.5791726659127,5579.420827334087
2024-07-27,teclado,eletrônicos,sul,diana,1116,29,6643.043776786064,-5527.043776786064
2023-05-12,monitor,periféricos,norte,Bob,457,3,6597.273500884536,-6140.273500884536
2024-08-23,notebook,periféricos,leste,Charlie,2288,27,1575.8518791618067,712.1481208381933
2025-12-01,notebook,eletrônicos,leste,Charlie,11806,27,5633.037760557929,6172.962239442071
2023-03-30,teclado,periféricos,norte,Alice,259,8,2381.8923169077266,-2122.8923169077266
2024-02-06,mouse,periféricos,norte,carlos,3782,20,2436.1419463419325,1345.8580536580675
2023-10-23,mouse,eletrônicos,sul,paulo,6878,10,2427.0767688941996,4450.9232311058
2024-09-07,notebook,eletrônicos,norte,paulo,5834,13,5826.50052067479,7.499479325209904
2025-03-10,notebook,periféricos,oeste,diana,6649,29,1900.2222509968858,4748.777749003114
2024-02-26,headset,eletrônicos,oeste,diana,2065,3,87.17421514903458,1977.8257848509654
2025-11-12,mouse,eletrônicos,norte,Bob,706,29,5744.675879582454,-5038.675879582454
2024-07-28,teclado,eletrônicos,oeste,Charlie,7769,22,1435.7831711741921,6333.216828825808
2023-05-23,mouse,eletrônicos,norte,David,254,8,907.5005708380504,-653.5005708380504
2025-09-19,headset,eletrônicos,sul,Charlie,2197,29,1961.1276751049563,235.87232489504368
2024-10-26,monitor,eletrônicos,oeste,paulo,295,9,3088.8121367958156,-2793.8121367958156
2023-05-25,notebook,eletrônicos,oeste,Bob,11105,22,3849.1781135877495,7255.82188641225
2025-10-03,notebook,periféricos,norte,Charlie,1023,21,432.9947224440361,590.0052775559639
2024-05-17,headset,eletrônicos,oeste,Alice,448,12,7766.940794408695,-7318.940794408695
2025-03-31,teclado,periféricos,leste,paulo,3388,11,5751.2193830829,-2363.2193830829
2023-04-14,notebook,periféricos,sul,Charlie,8987,2,2639.6969973687424,6347.303002631257
2025-11-28,ssd,periféricos,sul,Charlie,6532,18,2604.082277700347,3927.917722299653
2023-07-17,notebook,eletrônicos,oeste,paulo,11420,9,3632.4569909981983,7787.543009001802
2024-08-01,ssd,eletrônicos,oeste,David,2661,2,5039.858996283221,-2378.858996283221
2024-01-26,headset,periféricos,leste,paulo,6746,2,1239.2746873846247,5506.7253126153755
2024-07-07,headset,eletrônicos,leste,Alice,933,3,1576.3241250184224,-643.3241250184224
2025-11-04,notebook,periféricos,oeste,Alice,5142,16,6886.721896041723,-1744.721896041723
2024-04-22,mouse,eletrônicos,oeste,Charlie,520,19,2109.5389972014545,-1589.5389972014545
2025-07-11,ssd,eletrônicos,leste,diana,636,4,3091.144383963406,-2455.144383963406
2024-02-24,teclado,periféricos,norte,David,7528,23,6980.4730595249275,547.5269404750725
2023-06-06,notebook,periféricos,leste,Charlie,10379,25,5332.130808846595,5046.869191153405
2024-07-03,teclado,periféricos,norte,paulo,3346,18,2786.358084386172,559.6419156138281
2025-10-17,notebook,eletrônicos,sul,Charlie,9702,20,5494.9004021389965,4207.0995978610035
2025-09-23,mouse,periféricos,sul,Bob,4437,25,235.8910658207966,4201.108934179203
2025-08-08,mouse,eletrônicos,leste,Bob,2411,18,5906.289867290013,-3495.289867290013
2023-10-16,mouse,eletrônicos,norte,diana,10963,10,3937.1670408886166,7025.832959111383
2023-07-15,monitor,eletrônicos,leste,David,9298,11,6520.402606492933,2777.597393507067
2024-08-20,mouse,periféricos,leste,carlos,8722,29,7640.730203891229,1081.2697961087706
2024-05-31,headset,periféricos,norte,elena,11991,17,7412.245311996981,4578.754688003019
2025-05-14,headset,periféricos,leste,Bob,388,26,7281.379144166299,-6893.379144166299
2025-03-16,monitor,eletrônicos,sul,carlos,6993,24,4136.386050996386,2856.613949003614
2025-03-25,ssd,eletrônicos,oeste,Alice,1255,25,2932.3255439803893,-1677.3255439803893
2023-08-16,teclado,periféricos,oeste,Bob,1536,23,3763.0797718669282,-2227.0797718669282
2023-08-04,notebook,eletrônicos,leste,Bob,10894,24,5543.976346241817,5350.023653758183
2025-08-05,notebook,eletrônicos,norte,David,10591,20,7081.262392819799,3509.737607180201
2023-01-15,monitor,periféricos,norte,diana,9869,16,1719.3315197609468,8149.668480239054
2023-02-16,headset,periféricos,sul,carlos,1817,20,7352.089815016688,-5535.089815016688
2023-11-20,notebook,periféricos,norte,paulo,2841,13,6536.227437201522,-3695.2274372015218
2025-04-23,headset,eletrônicos,norte,Bob,7906,2,7832.5396402116185,73.46035978838154
2023-05-10,ssd,eletrônicos,sul,Bob,2146,24,7051.594044390962,-4905.594044390962
2023-04-05,teclado,eletrônicos,leste,David,1575,27,2297.103651159901,-722.1036511599009
2024-09-18,ssd,eletrônicos,oeste,David,11154,2,919.1708178448578,10234.829182155143
2025-01-24,monitor,eletrônicos,sul,diana,8173,25,968.9492901733819,7204.050709826618
2025-03-04,mouse,periféricos,leste,carlos,6999,14,2386.4886831399467,4612.511316860053
2023-03-10,mouse,eletrônicos,sul,Alice,3397,4,4944.335093957551,-1547.3350939575512
2023-01-11,mouse,eletrônicos,leste,paulo,2742,17,6450.216982689606,-3708.216982689606
2025-05-21,ssd,eletrônicos,sul,diana,1640,13,7202.062431293993,-5562.062431293993
2024-07-03,notebook,periféricos,leste,elena,1374,4,5020.126804204324,-3646.126804204324
2024-12-12,teclado,periféricos,sul,Alice,2737,3,124.59999696458553,2612.4000030354146
2023-01-23,mouse,periféricos,leste,Charlie,7864,12,1555.6288700267853,6308.371129973215
2025-03-25,monitor,eletrônicos,sul,Bob,3214,22,869.8315345186742,2344.1684654813257
2023-12-12,monitor,periféricos,oeste,carlos,7954,23,2957.5298465065594,4996.470153493441
2023-10-29,mouse,periféricos,oeste,diana,982,8,4050.6998695792677,-3068.6998695792677
2023-12-29,mouse,periféricos,norte,Bob,2590,2,423.7056543422019,2166.294345657798
2024-01-31,teclado,eletrônicos,leste,carlos,4945,6,2839.94556830159,2105.05443169841
2023-08-06,mouse,periféricos,sul,carlos,1796,22,1499.1030230325548,296.8969769674452
2023-05-21,teclado,eletrônicos,leste,carlos,590,10,5204.795716770282,-4614.795716770282
2025-08-15,monitor,eletrônicos,oeste,Bob,6106,12,3757.0371650487727,2348.9628349512273
2025-09-11,mouse,periféricos,leste,diana,9871,21,4002.9157637165576,5868.084236283443
2025-09-19,ssd,eletrônicos,sul,paulo,11307,10,3467.3189612250117,7839.681038774988
2025-04-07,ssd,periféricos,leste,David,2517,10,7651.67610705361,-5134.67610705361
2024-11-13,monitor,eletrônicos,sul,Bob,6846,23,1780.7021909627808,5065.297809037219
2025-09-30,teclado,periféricos,oeste,elena,11628,3,4171.980937963484,7456.019062036516
2023-12-22,ssd,periféricos,oeste,carlos,5340,20,5909.25755745346,-569.2575574534603
2025-10-04,teclado,periféricos,oeste,diana,4813,10,4490.207752025735,322.7922479742647
2025-06-06,ssd,eletrônicos,norte,paulo,7212,29,7437.845414877064,-225.8454148770643
2023-05-07,ssd,periféricos,oeste,Charlie,4481,9,3073.5093766789705,1407.4906233210295
2025-10-05,teclado,eletrônicos,leste,elena,9646,20,3752.31238172357,5893.68761827643
2024-08-26,notebook,periféricos,norte,Alice,3184,19,781.0967365006491,2402.903263499351
2025-10-10,ssd,eletrônicos,oeste,elena,9527,14,4903.272959531274,4623.727040468726
2023-02-20,mouse,eletrônicos,leste,carlos,3412,2,2362.6387901089997,1049.3612098910003
2025-11-18,monitor,periféricos,leste,Charlie,2257,5,1349.6475929633052,907.3524070366948
2025-02-17,notebook,periféricos,leste,David,7186,20,4392.687839803704,2793.3121601962957
2025-03-24,teclado,periféricos,sul,paulo,10182,29,4295.897285968892,5886.102714031108
2024-02-24,notebook,periféricos,norte,paulo,4470,29,680.9033984944566,3789.0966015055433
2025-09-09,headset,periféricos,leste,carlos,6088,8,5609.866391676224,478.13360832377566
2025-04-04,headset,eletrônicos,sul,elena,2897,7,5020.275749954755,-2123.275749954755
2025-10-21,ssd,periféricos,oeste,elena,4827,6,1577.0168793522578,3249.983120647742
2024-07-20,ssd,periféricos,leste,paulo,8122,11,3797.9241082600274,4324.075891739973
2024-01-06,mouse,eletrônicos,sul,Charlie,4414,12,5784.9574985101945,-1370.9574985101945
2025-07-24,monitor,periféricos,leste,carlos,3283,18,4273.13106508691,-990.13106508691
2024-10-22,notebook,periféricos,norte,Bob,11762,19,3212.273483373876,8549.726516626124
2025-08-26,headset,eletrônicos,norte,diana,1615,10,2632.9205880010736,-1017.9205880010736
2023-07-21,ssd,periféricos,oeste,Charlie,4259,25,4914.319423820904,-655.3194238209044
2023-11-09,monitor,periféricos,leste,diana,2361,29,7517.740890617105,-5156.740890617105
2023-04-27,notebook,periféricos,sul,Bob,5689,25,5400.219136581669,288.78086341833114
2025-07-25,ssd,eletrônicos,oeste,Bob,11146,21,671.9875567996188,10474.012443200381
2024-07-28,ssd,periféricos,leste,diana,9885,14,3728.6249899784993,6156.3750100215
2023-09-01,headset,eletrônicos,oeste,Charlie,1839,3,7135.32712156417,-5296.32712156417
2024-06-20,headset,periféricos,sul,diana,9913,18,828.1424123446081,9084.857587655391
2023-03-16,ssd,eletrônicos,oeste,diana,7877,24,7911.8956401293435,-34.89564012934352
2024-01-21,teclado,periféricos,oeste,Alice,7914,15,7596.6295976717365,317.3704023282635
2024-04-19,ssd,eletrônicos,oeste,Charlie,4691,6,699.9338873806169,3991.066112619383
2024-02-22,monitor,eletrônicos,leste,elena,11621,10,7472.633497960475,4148.366502039525
2023-12-13,ssd,eletrônicos,sul,elena,3691,27,2956.0101148549406,734.9898851450594
2024-10-01,mouse,eletrônicos,norte,Alice,11365,12,6770.096603240831,4594.903396759169
2025-07-27,mouse,eletrônicos,leste,carlos,968,7,3393.5960346891106,-2425.5960346891106
2025-08-12,mouse,eletrônicos,norte,paulo,4671,17,3571.5724926039256,1099.4275073960744
2025-05-25,teclado,periféricos,norte,elena,1274,1,5103.205280542137,-3829.205280542137
2025-02-01,teclado,periféricos,leste,diana,5810,26,6213.861160665788,-403.8611606657878
2024-10-25,ssd,eletrônicos,leste,carlos,5791,18,347.6100755101292,5443.389924489871
2023-01-25,mouse,eletrônicos,sul,elena,1279,26,4777.795484574904,-3498.7954845749036
2024-12-10,teclado,eletrônicos,sul,Charlie,1852,15,1558.9253132511783,293.0746867488217
2023-06-26,headset,eletrônicos,oeste,diana,2151,19,2819.9201814765674,-668.9201814765674
2023-10-12,ssd,periféricos,norte,paulo,7062,28,2835.9118359493145,4226.088164050685
2023-03-04,monitor,eletrônicos,sul,carlos,4028,1,3794.957894551537,233.0421054484632
2025-09-29,notebook,periféricos,oeste,elena,7382,5,2726.360382059293,4655.6396179407075
2024-10-23,ssd,periféricos,sul,elena,10148,15,930.3000581292887,9217.699941870711
2024-10-27,notebook,eletrônicos,leste,David,11289,3,1233.3796091215754,10055.620390878425
2023-06-05,mouse,eletrônicos,sul,elena,6481,1,344.82884564389354,6136.171154356107
2025-12-08,notebook,periféricos,norte,Bob,6185,8,3804.372755803734,2380.627244196266
2025-08-24,mouse,periféricos,sul,diana,11551,12,7639.225743235669,3911.774256764331
2025-04-28,headset,eletrônicos,norte,paulo,10494,27,996.1477712930831,9497.852228706917
2024-11-19,notebook,eletrônicos,leste,Bob,6673,22,7574.41478458441,-901.41478458441
2023-05-28,ssd,eletrônicos,norte,Alice,8261,25,5888.223196678181,2372.776803321819
2023-12-08,mouse,periféricos,sul,carlos,8886,19,5128.990519238572,3757.0094807614278
2024-04-20,ssd,periféricos,oeste,elena,2551,25,5190.599822162618,-2639.599822162618
2025-12-22,teclado,eletrônicos,leste,Alice,10706,25,6627.682975298554,4078.317024701446
2024-07-14,mouse,periféricos,sul,paulo,9631,12,926.8053258881853,8704.194674111815
2023-11-23,notebook,periféricos,leste,diana,10217,13,4077.6542426390906,6139.345757360909
2025-09-16,mouse,eletrônicos,leste,Bob,9124,28,5600.961815025207,3523.038184974793
2023-08-03,ssd,eletrônicos,sul,Bob,689,1,4727.617924982625,-4038.6179249826246
2024-03-10,headset,periféricos,sul,carlos,11124,19,6675.610242504494,4448.389757495506
2025-08-09,mouse,periféricos,oeste,diana,5765,6,652.3919353699039,5112.608064630096
2024-12-23,notebook,eletrônicos,leste,elena,11010,8,5550.352232833395,5459.647767166605
2023-02-01,teclado,eletrônicos,leste,David,3106,4,4309.499624646965,-1203.4996246469645
2024-10-31,monitor,eletrônicos,sul,David,8227,5,3082.954042721152,5144.045957278848
2023-10-12,headset,eletrônicos,norte,carlos,3872,25,2774.9778592935245,1097.0221407064755
2024-03-04,teclado,eletrônicos,sul,diana,10175,22,4996.994451571608,5178.005548428392
2023-10-13,mouse,periféricos,leste,carlos,5237,28,7136.683367182577,-1899.683367182577
2025-11-08,ssd,periféricos,sul,diana,10488,7,4009.713334720833,6478.286665279167
2023-01-18,ssd,periféricos,oeste,paulo,6610,23,6611.807459489208,-1.8074594892077585
2025-02-07,notebook,periféricos,norte,paulo,2320,4,3265.078544204223,-945.0785442042229
2024-08-12,ssd,eletrônicos,sul,Alice,3541,20,890.9641453219582,2650.0358546780417
